,AutoGluon,AutoSklearn,CatBoost,EBM,LightGBM,XGBoost
dataset_1049_pc4,8.213840215799998,127.30410820999998,0.6595787019999989,2.8165338666000004,0.4020489665999996,0.18245010059999983
dataset_1050_pc3,6.9597746990000005,127.55444970020002,0.6707678787999989,4.145861937999996,0.15320044620000034,0.11872292340000001
dataset_1063_kc2,7.658828356999999,122.38481422519999,0.1670967442000002,1.8408358749999991,0.09672946879999991,0.057013929800000085
dataset_1068_pc1,5.8043866254,123.68092279419997,0.3725814445999994,2.563469669400001,0.1507383272000002,0.1520789384000004
dataset_11_balance-scale,8.8079784698,121.33924160360002,0.0587975489999998,9.1185057364,0.21267818099999972,0.1809291346000009
dataset_12_mfeat-factors,88.06338634939999,123.43666287679999,14.867599310200012,1304.7004090618004,8.692070732199989,1.271679394600001
dataset_1462_banknote-authentication,6.531506043600001,124.69848433079999,0.14355350980000026,12.959038588999999,0.16800345639999997,0.05034631300000001
dataset_1464_blood-transfusion-service-center,6.233155958400002,123.7611840542,0.14129365100000016,0.9351395563999972,0.07673161860000058,0.07216559620000033
dataset_1468_cnae-9,21.639745775000005,124.88225493259998,2.1771326123999986,20.933265310196923,0.3444391974000002,6.8697757160000155
dataset_1480_ilpd,6.659429669,122.1476696702,0.2552612006000004,1.8003807620000019,0.14438011939999953,0.05980479839999973
dataset_1494_qsar-biodeg,9.501650749600001,123.87163755759998,0.5986738029999984,4.982645189799999,0.21232130579999975,0.1821884182000005
dataset_1501_semeion,46.946205093,129.0731685842,20.702250383399996,332.10999742719997,3.119388120400001,1.8654568067999988
dataset_1510_wdbc,7.7633497398000015,122.60413855940001,0.5045180350000009,6.743132656400019,0.10088774119999969,0.050918625999999634
dataset_15_breast-w,6.8348160771999975,603.5444315056,0.3289074823999997,1.5260601236000013,0.06395810779999991,0.036090823199999636
dataset_188_eucalyptus,8.121343331799999,125.45477014340001,0.7267329358000012,1.4836420056000008,0.5090942632000001,0.18284315119999875
dataset_23381_dresses-sales,7.3270189386,602.7873937243999,0.07822346599999967,3.667524346400023,0.08472931500000022,0.14721268020000053
dataset_23_cmc,10.484520659200001,125.5525963696,0.8894346089999999,0.7746123379999972,0.28831574540000027,0.17102786539999998
dataset_29_credit-approval,8.0507739328,604.7311121528,0.6127474124000003,3.4242640574000007,0.1412765296000007,0.06049045339999992
dataset_307_vowel,23.873292478999996,123.67571912259996,1.1778252004000023,2.205869011200008,1.4455811120000015,0.7568445643999979
dataset_31_credit-g,6.073565259999998,607.4227279486,0.2602578877999996,4.330629710199991,0.22280264580000128,0.08113882660000016
dataset_37_diabetes,6.0083200608,604.7810700982001,0.10483105499999965,2.768484520999999,0.07295336219999982,0.06184379219999947
dataset_40966_MiceProtein,34.8391267542,124.62900671500002,6.378506518199998,4.972355944400033,3.8952883534000025,1.4705748039999975
dataset_40975_car,10.092104414399998,123.62132065700003,0.7152421525999998,8.148634425199997,0.5142037324000001,0.27182912580000007
dataset_40982_steel-plates-fault,19.202617244000002,122.3174217192,2.0845577424000026,3.7230831733999934,1.1796031839999999,0.8424407754000001
dataset_40994_climate-model-simulation-crashes,8.262793895799998,607.8517616157999,0.3714092270000002,42.541260005200016,0.17424656939999963,0.05257943959999985
dataset_458_analcatdata_authorship,12.296900828199998,120.77535183479999,0.4671062859999992,42.6328092914,0.3803595594000001,0.17819718099999982
dataset_469_analcatdata_dmft,6.8443325246,119.37843113439999,0.08118582019999998,1.5990482324,0.2097975618000003,0.2534979202000002
dataset_50_tic-tac-toe,6.2471416728,604.8278436832001,0.5006264403999999,10.362843848799997,0.22777725919999908,0.0937013462000003
dataset_54_vehicle,8.717125910600002,121.45393884479999,0.28536251000000024,1.8686263568000008,0.3470376256000002,0.2495401648000005
dataset_6332_cylinder-bands,8.0506409468,603.0651999438,0.6383258288000008,6.58743646700002,0.0676672,0.059407470599999714
